código,nome do território,ano,concelhos apurados,concelhos por apurar,total de concelhos,freguesias apuradas,freguesias por apurar,total de freguesias,consulados apurados,consulados por apurar,total de consulados,inscritos,votos,% votos,brancos,% brancos,nulos,% nulos,mandatos,mandatos por atribuir,opção 1,votos 1,% votos1,mandatos 1,opção 2,votos 2,% votos2,mandatos 2,opção 3,votos 3,% votos3,mandatos 3,opção 4,votos 4,% votos4,mandatos 4,opção 5,votos 5,% votos5,mandatos 5,opção 6,votos 6,% votos6,mandatos 6,opção 7,votos 7,% votos7,mandatos 7,opção 8,votos 8,% votos8,mandatos 8,opção 9,votos 9,% votos9,mandatos 9,opção 10,votos 10,% votos10,mandatos 10,opção 11,votos 11,% votos11,mandatos 11,opção 12,votos 12,% votos12,mandatos 12,opção 13,votos 13,% votos13,mandatos 13,opção 14,votos 14,% votos14,mandatos 14,opção 15,votos 15,% votos15,mandatos 15,opção 16,votos 16,% votos16,mandatos 16,opção 17,votos 17,% votos17,mandatos 17,opção 18,votos 18,% votos18,mandatos 18,opção 19,votos 19,% votos19,mandatos 19,opção 20,votos 20,% votos20,mandatos 20
20600,Castro Verde,2024,1,0,1,4,0,4,,,,6029,4017,66.63,54,1.34,40,1,,,ADN,37,0.92,,B.E.,268,6.67,,CH,749,18.65,,E,4,0.1,,IL,126,3.14,,,,,,L,97,2.41,,,,,,,,,,ND,10,0.25,,PAN,62,1.54,,PCP-PEV,688,17.13,,PCTP/MRPP,35,0.87,,,,,,PPD/PSD.CDS-PP.PPM,542,13.49,,,,,,PS,1292,32.16,,,,,,R.I.R.,10,0.25,,VP,3,0.07,
20700,Cuba,2024,1,0,1,4,0,4,,,,3646,2433,66.73,35,1.44,31,1.27,,,ADN,24,0.99,,B.E.,77,3.16,,CH,501,20.59,,E,0,0,,IL,42,1.73,,,,,,L,41,1.69,,,,,,,,,,ND,2,0.08,,PAN,20,0.82,,PCP-PEV,487,20.02,,PCTP/MRPP,18,0.74,,,,,,PPD/PSD.CDS-PP.PPM,350,14.39,,,,,,PS,800,32.88,,,,,,R.I.R.,0,0,,VP,5,0.21,
20800,Ferreira do Alentejo,2024,1,0,1,4,0,4,,,,6195,3860,62.31,40,1.04,32,0.83,,,ADN,51,1.32,,B.E.,197,5.1,,CH,852,22.07,,E,3,0.08,,IL,85,2.2,,,,,,L,76,1.97,,,,,,,,,,ND,8,0.21,,PAN,40,1.04,,PCP-PEV,515,13.34,,PCTP/MRPP,43,1.11,,,,,,PPD/PSD.CDS-PP.PPM,525,13.6,,,,,,PS,1373,35.57,,,,,,R.I.R.,15,0.39,,VP,5,0.13,
20900,Mértola,2024,1,0,1,7,0,7,,,,5598,3624,64.74,75,2.07,49,1.35,,,ADN,43,1.19,,B.E.,150,4.14,,CH,554,15.29,,E,2,0.06,,IL,47,1.3,,,,,,L,44,1.21,,,,,,,,,,ND,4,0.11,,PAN,40,1.1,,PCP-PEV,761,21,,PCTP/MRPP,29,0.8,,,,,,PPD/PSD.CDS-PP.PPM,504,13.91,,,,,,PS,1312,36.2,,,,,,R.I.R.,3,0.08,,VP,7,0.19,
21000,Moura,2024,1,0,1,5,0,5,,,,11796,7080,60.02,91,1.29,66,0.93,,,ADN,62,0.88,,B.E.,180,2.54,,CH,2156,30.45,,E,10,0.14,,IL,111,1.57,,,,,,L,77,1.09,,,,,,,,,,ND,9,0.13,,PAN,65,0.92,,PCP-PEV,891,12.58,,PCTP/MRPP,52,0.73,,,,,,PPD/PSD.CDS-PP.PPM,989,13.97,,,,,,PS,2305,32.56,,,,,,R.I.R.,10,0.14,,VP,6,0.08,
21100,Odemira,2024,1,0,1,13,0,13,,,,19563,12643,64.63,248,1.96,180,1.42,,,ADN,179,1.42,,B.E.,752,5.95,,CH,2773,21.93,,E,29,0.23,,IL,414,3.27,,,,,,L,350,2.77,,,,,,,,,,ND,25,0.2,,PAN,203,1.61,,PCP-PEV,1246,9.86,,PCTP/MRPP,123,0.97,,,,,,PPD/PSD.CDS-PP.PPM,2193,17.35,,,,,,PS,3844,30.4,,,,,,R.I.R.,58,0.46,,VP,26,0.21,
21200,Ourique,2024,1,0,1,4,0,4,,,,4172,2871,68.82,36,1.25,42,1.46,,,ADN,64,2.23,,B.E.,85,2.96,,CH,444,15.46,,E,2,0.07,,IL,41,1.43,,,,,,L,36,1.25,,,,,,,,,,ND,7,0.24,,PAN,28,0.98,,PCP-PEV,205,7.14,,PCTP/MRPP,14,0.49,,,,,,PPD/PSD.CDS-PP.PPM,864,30.09,,,,,,PS,990,34.48,,,,,,R.I.R.,5,0.17,,VP,8,0.28,
21300,Serpa,2024,1,0,1,5,0,5,,,,12279,7782,63.38,126,1.62,85,1.09,,,ADN,91,1.17,,B.E.,261,3.35,,CH,1476,18.97,,E,11,0.14,,IL,129,1.66,,,,,,L,122,1.57,,,,,,,,,,ND,7,0.09,,PAN,71,0.91,,PCP-PEV,1844,23.7,,PCTP/MRPP,71,0.91,,,,,,PPD/PSD.CDS-PP.PPM,1132,14.55,,,,,,PS,2306,29.63,,,,,,R.I.R.,13,0.17,,VP,37,0.48,
21400,Vidigueira,2024,1,0,1,4,0,4,,,,4577,2890,63.14,54,1.87,36,1.25,,,ADN,26,0.9,,B.E.,116,4.01,,CH,678,23.46,,E,4,0.14,,IL,44,1.52,,,,,,L,44,1.52,,,,,,,,,,ND,2,0.07,,PAN,40,1.38,,PCP-PEV,428,14.81,,PCTP/MRPP,27,0.93,,,,,,PPD/PSD.CDS-PP.PPM,382,13.22,,,,,,PS,1003,34.71,,,,,,R.I.R.,2,0.07,,VP,4,0.14,
30100,Amares,2024,1,0,1,16,0,16,,,,17657,12349,69.94,236,1.91,121,0.98,,,ADN,244,1.98,,B.E.,353,2.86,,CH,2642,21.39,,E,8,0.06,,IL,697,5.64,,JPP,9,0.07,,L,234,1.89,,MPT.A,12,0.1,,NC,9,0.07,,ND,75,0.61,,PAN,138,1.12,,PCP-PEV,137,1.11,,PCTP/MRPP,35,0.28,,,,,,PPD/PSD.CDS-PP.PPM,4264,34.53,,,,,,PS,3073,24.88,,,,,,R.I.R.,53,0.43,,VP,9,0.07,
30200,Barcelos,2024,1,0,1,61,0,61,,,,106669,79068,74.12,1517,1.92,773,0.98,,,ADN,1664,2.1,,B.E.,2659,3.36,,CH,14704,18.6,,E,133,0.17,,IL,4118,5.21,,JPP,75,0.09,,L,1558,1.97,,MPT.A,97,0.12,,NC,67,0.08,,ND,448,0.57,,PAN,933,1.18,,PCP-PEV,954,1.21,,PCTP/MRPP,181,0.23,,,,,,PPD/PSD.CDS-PP.PPM,30532,38.61,,,,,,PS,18162,22.97,,,,,,R.I.R.,376,0.48,,VP,117,0.15,
30300,Braga,2024,1,0,1,37,0,37,,,,167507,120895,72.17,2091,1.73,1115,0.92,,,ADN,1821,1.51,,B.E.,5988,4.95,,CH,18254,15.1,,E,108,0.09,,IL,10301,8.52,,JPP,143,0.12,,L,4378,3.62,,MPT.A,112,0.09,,NC,99,0.08,,ND,452,0.37,,PAN,2289,1.89,,PCP-PEV,3018,2.5,,PCTP/MRPP,441,0.36,,,,,,PPD/PSD.CDS-PP.PPM,36401,30.11,,,,,,PS,33399,27.63,,,,,,R.I.R.,307,0.25,,VP,178,0.15,
30400,Cabeceiras de Basto,2024,1,0,1,12,0,12,,,,16812,10112,60.15,119,1.18,116,1.15,,,ADN,187,1.85,,B.E.,284,2.81,,CH,1482,14.66,,E,6,0.06,,IL,299,2.96,,JPP,6,0.06,,L,133,1.32,,MPT.A,22,0.22,,NC,5,0.05,,ND,60,0.59,,PAN,95,0.94,,PCP-PEV,81,0.8,,PCTP/MRPP,28,0.28,,,,,,PPD/PSD.CDS-PP.PPM,3701,36.6,,,,,,PS,3437,33.99,,,,,,R.I.R.,44,0.44,,VP,7,0.07,
30500,Celorico de Basto,2024,1,0,1,15,0,15,,,,17312,10762,62.16,132,1.23,120,1.12,,,ADN,251,2.33,,B.E.,295,2.74,,CH,1594,14.81,,E,7,0.07,,IL,337,3.13,,JPP,14,0.13,,L,141,1.31,,MPT.A,22,0.2,,NC,21,0.2,,ND,77,0.72,,PAN,124,1.15,,PCP-PEV,98,0.91,,PCTP/MRPP,25,0.23,,,,,,PPD/PSD.CDS-PP.PPM,4338,40.31,,,,,,PS,3062,28.45,,,,,,R.I.R.,86,0.8,,VP,18,0.17,
30600,Esposende,2024,1,0,1,9,0,9,,,,33418,22876,68.45,415,1.81,284,1.24,,,ADN,436,1.91,,B.E.,772,3.37,,CH,4142,18.11,,E,19,0.08,,IL,1521,6.65,,JPP,35,0.15,,L,554,2.42,,MPT.A,16,0.07,,NC,30,0.13,,ND,130,0.57,,PAN,339,1.48,,PCP-PEV,301,1.32,,PCTP/MRPP,50,0.22,,,,,,PPD/PSD.CDS-PP.PPM,9312,40.71,,,,,,PS,4381,19.15,,,,,,R.I.R.,101,0.44,,VP,38,0.17,
30700,Fafe,2024,1,0,1,25,0,25,,,,50031,32153,64.27,494,1.54,332,1.03,,,ADN,659,2.05,,B.E.,1039,3.23,,CH,5876,18.28,,E,24,0.07,,IL,1286,4,,JPP,40,0.12,,L,515,1.6,,MPT.A,53,0.16,,NC,63,0.2,,ND,165,0.51,,PAN,398,1.24,,PCP-PEV,586,1.82,,PCTP/MRPP,127,0.39,,,,,,PPD/PSD.CDS-PP.PPM,9615,29.9,,,,,,PS,10659,33.15,,,,,,R.I.R.,194,0.6,,VP,28,0.09,
30800,Guimarães,2024,1,0,1,48,0,48,,,,143222,106608,74.44,1828,1.71,783,0.73,,,ADN,1818,1.71,,B.E.,4643,4.36,,CH,17000,15.95,,E,95,0.09,,IL,6775,6.36,,JPP,126,0.12,,L,2494,2.34,,MPT.A,131,0.12,,NC,101,0.09,,ND,485,0.45,,PAN,1476,1.38,,PCP-PEV,2763,2.59,,PCTP/MRPP,515,0.48,,,,,,PPD/PSD.CDS-PP.PPM,31236,29.3,,,,,,PS,33789,31.69,,,,,,R.I.R.,396,0.37,,VP,154,0.14,
30900,Póvoa de Lanhoso,2024,1,0,1,22,0,22,,,,21875,14413,65.89,240,1.67,146,1.01,,,ADN,300,2.08,,B.E.,347,2.41,,CH,2416,16.76,,E,8,0.06,,IL,589,4.09,,JPP,7,0.05,,L,198,1.37,,MPT.A,31,0.22,,NC,7,0.05,,ND,81,0.56,,PAN,154,1.07,,PCP-PEV,108,0.75,,PCTP/MRPP,36,0.25,,,,,,PPD/PSD.CDS-PP.PPM,4922,34.15,,,,,,PS,4756,33,,,,,,R.I.R.,53,0.37,,VP,14,0.1,
31000,Terras de Bouro,2024,1,0,1,14,0,14,,,,6483,4235,65.32,81,1.91,39,0.92,,,ADN,77,1.82,,B.E.,90,2.13,,CH,862,20.35,,E,1,0.02,,IL,132,3.12,,JPP,3,0.07,,L,41,0.97,,MPT.A,7,0.17,,NC,3,0.07,,ND,17,0.4,,PAN,31,0.73,,PCP-PEV,82,1.94,,PCTP/MRPP,19,0.45,,,,,,PPD/PSD.CDS-PP.PPM,1741,41.11,,,,,,PS,983,23.21,,,,,,R.I.R.,20,0.47,,VP,6,0.14,
31100,Vieira do Minho,2024,1,0,1,16,0,16,,,,12166,7754,63.73,110,1.42,88,1.13,,,ADN,162,2.09,,B.E.,179,2.31,,CH,1297,16.73,,E,5,0.06,,IL,228,2.94,,JPP,3,0.04,,L,84,1.08,,MPT.A,9,0.12,,NC,8,0.1,,ND,42,0.54,,PAN,52,0.67,,PCP-PEV,95,1.23,,PCTP/MRPP,22,0.28,,,,,,PPD/PSD.CDS-PP.PPM,3077,39.68,,,,,,PS,2265,29.21,,,,,,R.I.R.,22,0.28,,VP,6,0.08,
31200,Vila Nova de Famalicão,2024,1,0,1,34,0,34,,,,120524,89036,73.87,1528,1.72,889,1,,,ADN,1440,1.62,,B.E.,3230,3.63,,CH,14588,16.38,,E,56,0.06,,IL,4924,5.53,,JPP,71,0.08,,L,1775,1.99,,MPT.A,93,0.1,,NC,70,0.08,,ND,342,0.38,,PAN,1299,1.46,,PCP-PEV,1337,1.5,,PCTP/MRPP,265,0.3,,,,,,PPD/PSD.CDS-PP.PPM,30082,33.79,,,,,,PS,26564,29.84,,,,,,R.I.R.,364,0.41,,VP,119,0.13,
31300,Vila Verde,2024,1,0,1,33,0,33,,,,44715,30153,67.43,590,1.96,321,1.06,,,ADN,654,2.17,,B.E.,780,2.59,,CH,6326,20.98,,E,30,0.1,,IL,1706,5.66,,JPP,34,0.11,,L,486,1.61,,MPT.A,45,0.15,,NC,36,0.12,,ND,176,0.58,,PAN,383,1.27,,PCP-PEV,312,1.03,,PCTP/MRPP,77,0.26,,,,,,PPD/PSD.CDS-PP.PPM,11558,38.33,,,,,,PS,6459,21.42,,,,,,R.I.R.,133,0.44,,VP,47,0.16,
31400,Vizela,2024,1,0,1,5,0,5,,,,21772,15953,73.27,207,1.3,150,0.94,,,ADN,251,1.57,,B.E.,729,4.57,,CH,2643,16.57,,E,15,0.09,,IL,1017,6.37,,JPP,24,0.15,,L,335,2.1,,MPT.A,23,0.14,,NC,15,0.09,,ND,66,0.41,,PAN,224,1.4,,PCP-PEV,264,1.65,,PCTP/MRPP,76,0.48,,,,,,PPD/PSD.CDS-PP.PPM,3689,23.12,,,,,,PS,6110,38.3,,,,,,R.I.R.,85,0.53,,VP,30,0.19,
40100,Alfândega da Fé,2024,1,0,1,12,0,12,,,,5101,2926,57.36,42,1.44,39,1.33,,,ADN,53,1.81,,B.E.,38,1.3,,CH,517,17.67,,E,5,0.17,,IL,32,1.09,,,,,,L,37,1.26,,MPT.A,5,0.17,,,,,,ND,13,0.44,,PAN,13,0.44,,PCP-PEV,31,1.06,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1090,37.25,,,,,,PS,1007,34.42,,,,,,R.I.R.,4,0.14,,,,,
40200,Bragança,2024,1,0,1,39,0,39,,,,35311,19357,54.82,285,1.47,222,1.15,,,ADN,388,2,,B.E.,434,2.24,,CH,3251,16.79,,E,25,0.13,,IL,492,2.54,,,,,,L,239,1.23,,MPT.A,15,0.08,,,,,,ND,84,0.43,,PAN,188,0.97,,PCP-PEV,194,1,,,,,,,,,,PPD/PSD.CDS-PP.PPM,7704,39.8,,,,,,PS,5796,29.94,,,,,,R.I.R.,40,0.21,,,,,
40300,Carrazeda de Ansiães,2024,1,0,1,14,0,14,,,,5860,3380,57.68,40,1.18,56,1.66,,,ADN,81,2.4,,B.E.,70,2.07,,CH,668,19.76,,E,8,0.24,,IL,51,1.51,,,,,,L,30,0.89,,MPT.A,4,0.12,,,,,,ND,16,0.47,,PAN,36,1.07,,PCP-PEV,30,0.89,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1379,40.8,,,,,,PS,890,26.33,,,,,,R.I.R.,21,0.62,,,,,
40400,Freixo de Espada à Cinta,2024,1,0,1,4,0,4,,,,2988,1658,55.49,20,1.21,20,1.21,,,ADN,32,1.93,,B.E.,32,1.93,,CH,352,21.23,,E,3,0.18,,IL,16,0.97,,,,,,L,9,0.54,,MPT.A,1,0.06,,,,,,ND,6,0.36,,PAN,9,0.54,,PCP-PEV,9,0.54,,,,,,,,,,PPD/PSD.CDS-PP.PPM,538,32.45,,,,,,PS,610,36.79,,,,,,R.I.R.,1,0.06,,,,,
40500,Macedo de Cavaleiros,2024,1,0,1,30,0,30,,,,17168,8662,50.45,87,1,128,1.48,,,ADN,205,2.37,,B.E.,185,2.14,,CH,1401,16.17,,E,13,0.15,,IL,122,1.41,,,,,,L,97,1.12,,MPT.A,5,0.06,,,,,,ND,32,0.37,,PAN,69,0.8,,PCP-PEV,94,1.09,,,,,,,,,,PPD/PSD.CDS-PP.PPM,3496,40.36,,,,,,PS,2699,31.16,,,,,,R.I.R.,29,0.33,,,,,
40600,Miranda do Douro,2024,1,0,1,13,0,13,,,,6995,3737,53.42,81,2.17,65,1.74,,,ADN,82,2.19,,B.E.,81,2.17,,CH,508,13.59,,E,6,0.16,,IL,54,1.45,,,,,,L,43,1.15,,MPT.A,0,0,,,,,,ND,17,0.45,,PAN,29,0.78,,PCP-PEV,15,0.4,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1610,43.08,,,,,,PS,1133,30.32,,,,,,R.I.R.,13,0.35,,,,,
40700,Mirandela,2024,1,0,1,30,0,30,,,,22495,12961,57.62,128,0.99,157,1.21,,,ADN,282,2.18,,B.E.,275,2.12,,CH,2926,22.58,,E,18,0.14,,IL,258,1.99,,,,,,L,127,0.98,,MPT.A,9,0.07,,,,,,ND,59,0.46,,PAN,123,0.95,,PCP-PEV,227,1.75,,,,,,,,,,PPD/PSD.CDS-PP.PPM,5018,38.72,,,,,,PS,3328,25.68,,,,,,R.I.R.,26,0.2,,,,,
40800,Mogadouro,2024,1,0,1,21,0,21,,,,9640,5299,54.97,58,1.09,72,1.36,,,ADN,109,2.06,,B.E.,67,1.26,,CH,1150,21.7,,E,3,0.06,,IL,45,0.85,,,,,,L,38,0.72,,MPT.A,7,0.13,,,,,,ND,28,0.53,,PAN,35,0.66,,PCP-PEV,34,0.64,,,,,,,,,,PPD/PSD.CDS-PP.PPM,2359,44.52,,,,,,PS,1289,24.33,,,,,,R.I.R.,5,0.09,,,,,
40900,Torre de Moncorvo,2024,1,0,1,13,0,13,,,,7573,4171,55.08,45,1.08,58,1.39,,,ADN,69,1.65,,B.E.,63,1.51,,CH,705,16.9,,E,5,0.12,,IL,44,1.05,,,,,,L,42,1.01,,MPT.A,0,0,,,,,,ND,11,0.26,,PAN,28,0.67,,PCP-PEV,55,1.32,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1714,41.09,,,,,,PS,1323,31.72,,,,,,R.I.R.,9,0.22,,,,,
41000,Vila Flor,2024,1,0,1,14,0,14,,,,6600,3708,56.18,39,1.05,43,1.16,,,ADN,89,2.4,,B.E.,60,1.62,,CH,759,20.47,,E,6,0.16,,IL,52,1.4,,,,,,L,28,0.76,,MPT.A,0,0,,,,,,ND,13,0.35,,PAN,28,0.76,,PCP-PEV,46,1.24,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1416,38.19,,,,,,PS,1124,30.31,,,,,,R.I.R.,5,0.13,,,,,
41100,Vimioso,2024,1,0,1,10,0,10,,,,5178,2267,43.78,25,1.1,47,2.07,,,ADN,59,2.6,,B.E.,33,1.46,,CH,292,12.88,,E,3,0.13,,IL,19,0.84,,,,,,L,8,0.35,,MPT.A,1,0.04,,,,,,ND,15,0.66,,PAN,18,0.79,,PCP-PEV,10,0.44,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1030,45.43,,,,,,PS,705,31.1,,,,,,R.I.R.,2,0.09,,,,,
41200,Vinhais,2024,1,0,1,26,0,26,,,,9304,4547,48.87,40,0.88,65,1.43,,,ADN,138,3.03,,B.E.,66,1.45,,CH,687,15.11,,E,14,0.31,,IL,60,1.32,,,,,,L,29,0.64,,MPT.A,5,0.11,,,,,,ND,22,0.48,,PAN,22,0.48,,PCP-PEV,28,0.62,,,,,,,,,,PPD/PSD.CDS-PP.PPM,1723,37.89,,,,,,PS,1634,35.94,,,,,,R.I.R.,14,0.31,,,,,
50100,Belmonte,2024,1,0,1,4,0,4,,,,5844,3503,59.94,56,1.6,66,1.88,,,ADN,59,1.68,,B.E.,136,3.88,,CH,691,19.73,,E,1,0.03,,IL,56,1.6,,,,,,L,48,1.37,,,,,,,,,,ND,11,0.31,,PAN,58,1.66,,PCP-PEV,112,3.2,,PCTP/MRPP,13,0.37,,,,,,PPD/PSD.CDS-PP.PPM,800,22.84,,,,,,PS,1380,39.39,,,,,,R.I.R.,10,0.29,,VP,6,0.17,
50200,Castelo Branco,2024,1,0,1,19,0,19,,,,48081,32285,67.15,427,1.32,388,1.2,,,ADN,408,1.26,,B.E.,1368,4.24,,CH,7825,24.24,,E,23,0.07,,IL,1136,3.52,,,,,,L,775,2.4,,,,,,,,,,ND,78,0.24,,PAN,500,1.55,,PCP-PEV,600,1.86,,PCTP/MRPP,103,0.32,,,,,,PPD/PSD.CDS-PP.PPM,9002,27.88,,,,,,PS,9516,29.47,,,,,,R.I.R.,92,0.28,,VP,44,0.14,
50300,Covilhã,2024,1,0,1,21,0,21,,,,43251,28954,66.94,407,1.41,333,1.15,,,ADN,249,0.86,,B.E.,1538,5.31,,CH,4098,14.15,,E,29,0.1,,IL,755,2.61,,,,,,L,672,2.32,,,,,,,,,,ND,74,0.26,,PAN,380,1.31,,PCP-PEV,1036,3.58,,PCTP/MRPP,148,0.51,,,,,,PPD/PSD.CDS-PP.PPM,6669,23.03,,,,,,PS,12450,43,,,,,,R.I.R.,87,0.3,,VP,29,0.1,
50400,Fundão,2024,1,0,1,23,0,23,,,,24868,15773,63.43,220,1.39,214,1.36,,,ADN,241,1.53,,B.E.,677,4.29,,CH,3228,20.47,,E,20,0.13,,IL,466,2.95,,,,,,L,310,1.97,,,,,,,,,,ND,45,0.29,,PAN,225,1.43,,PCP-PEV,259,1.64,,PCTP/MRPP,72,0.46,,,,,,PPD/PSD.CDS-PP.PPM,4256,26.98,,,,,,PS,5456,34.59,,,,,,R.I.R.,59,0.37,,VP,25,0.16,
50500,Idanha-a-Nova,2024,1,0,1,13,0,13,,,,7662,4729,61.72,73,1.54,81,1.71,,,ADN,79,1.67,,B.E.,127,2.69,,CH,1117,23.62,,E,7,0.15,,IL,70,1.48,,,,,,L,54,1.14,,,,,,,,,,ND,12,0.25,,PAN,41,0.87,,PCP-PEV,111,2.35,,PCTP/MRPP,31,0.66,,,,,,PPD/PSD.CDS-PP.PPM,1053,22.27,,,,,,PS,1846,39.04,,,,,,R.I.R.,16,0.34,,VP,11,0.23,
50600,Oleiros,2024,1,0,1,10,0,10,,,,4462,3000,67.23,61,2.03,53,1.77,,,ADN,69,2.3,,B.E.,51,1.7,,CH,465,15.5,,E,1,0.03,,IL,51,1.7,,,,,,L,31,1.03,,,,,,,,,,ND,17,0.57,,PAN,11,0.37,,PCP-PEV,18,0.6,,PCTP/MRPP,5,0.17,,,,,,PPD/PSD.CDS-PP.PPM,1457,48.57,,,,,,PS,694,23.13,,,,,,R.I.R.,10,0.33,,VP,6,0.2,
50700,Penamacor,2024,1,0,1,9,0,9,,,,4062,2526,62.19,39,1.54,28,1.11,,,ADN,55,2.18,,B.E.,98,3.88,,CH,605,23.95,,E,5,0.2,,IL,31,1.23,,,,,,L,23,0.91,,,,,,,,,,ND,15,0.59,,PAN,21,0.83,,PCP-PEV,32,1.27,,PCTP/MRPP,19,0.75,,,,,,PPD/PSD.CDS-PP.PPM,656,25.97,,,,,,PS,878,34.76,,,,,,R.I.R.,12,0.48,,VP,9,0.36,
50800,Proença-a-Nova,2024,1,0,1,4,0,4,,,,6623,4492,67.82,70,1.56,68,1.51,,,ADN,88,1.96,,B.E.,107,2.38,,CH,684,15.23,,E,4,0.09,,IL,112,2.49,,,,,,L,61,1.36,,,,,,,,,,ND,20,0.45,,PAN,27,0.6,,PCP-PEV,43,0.96,,PCTP/MRPP,10,0.22,,,,,,PPD/PSD.CDS-PP.PPM,1850,41.18,,,,,,PS,1319,29.36,,,,,,R.I.R.,22,0.49,,VP,7,0.16,
50900,Sertã,2024,1,0,1,10,0,10,,,,13208,9132,69.14,138,1.51,182,1.99,,,ADN,178,1.95,,B.E.,235,2.57,,CH,1665,18.23,,E,5,0.05,,IL,198,2.17,,,,,,L,135,1.48,,,,,,,,,,ND,27,0.3,,PAN,118,1.29,,PCP-PEV,74,0.81,,PCTP/MRPP,27,0.3,,,,,,PPD/PSD.CDS-PP.PPM,3740,40.95,,,,,,PS,2342,25.65,,,,,,R.I.R.,45,0.49,,VP,23,0.25,
51000,Vila de Rei,2024,1,0,1,3,0,3,,,,2748,2035,74.05,27,1.33,54,2.65,,,ADN,49,2.41,,B.E.,48,2.36,,CH,400,19.66,,E,3,0.15,,IL,52,2.56,,,,,,L,37,1.82,,,,,,,,,,ND,10,0.49,,PAN,27,1.33,,PCP-PEV,33,1.62,,PCTP/MRPP,4,0.2,,,,,,PPD/PSD.CDS-PP.PPM,913,44.86,,,,,,PS,367,18.03,,,,,,R.I.R.,6,0.29,,VP,5,0.25,
51100,Vila Velha de Ródão,2024,1,0,1,4,0,4,,,,2769,1839,66.41,11,0.6,24,1.31,,,ADN,16,0.87,,B.E.,66,3.59,,CH,353,19.2,,E,2,0.11,,IL,32,1.74,,,,,,L,25,1.36,,,,,,,,,,ND,6,0.33,,PAN,19,1.03,,PCP-PEV,54,2.94,,PCTP/MRPP,9,0.49,,,,,,PPD/PSD.CDS-PP.PPM,407,22.13,,,,,,PS,804,43.72,,,,,,R.I.R.,8,0.44,,VP,3,0.16,
60100,Arganil,2024,1,0,1,14,0,14,,,,9805,6353,64.79,109,1.72,90,1.42,,,ADN,80,1.26,,B.E.,226,3.56,,CH,949,14.94,,E,6,0.09,,IL,147,2.31,,JPP,2,0.03,,L,127,2,,MPT.A,4,0.06,,,,,,ND,12,0.19,,PAN,97,1.53,,PCP-PEV,119,1.87,,,,,,,,,,PPD/PSD.CDS-PP.PPM,2133,33.57,,,,,,PS,2218,34.91,,,,,,R.I.R.,26,0.41,,VP,8,0.13,
60200,Cantanhede,2024,1,0,1,14,0,14,,,,34046,20274,59.55,459,2.26,243,1.2,,,ADN,285,1.41,,B.E.,769,3.79,,CH,3939,19.43,,E,11,0.05,,IL,811,4,,JPP,14,0.07,,L,379,1.87,,MPT.A,15,0.07,,,,,,ND,71,0.35,,PAN,274,1.35,,PCP-PEV,269,1.33,,,,,,,,,,PPD/PSD.CDS-PP.PPM,7670,37.83,,,,,,PS,4970,24.51,,,,,,R.I.R.,63,0.31,,VP,32,0.16,
60300,Coimbra,2024,1,0,1,18,0,18,,,,124792,85167,68.25,1502,1.76,713,0.84,,,ADN,633,0.74,,B.E.,5381,6.32,,CH,9668,11.35,,E,62,0.07,,IL,3991,4.69,,JPP,46,0.05,,L,3379,3.97,,MPT.A,38,0.04,,,,,,ND,152,0.18,,PAN,1461,1.72,,PCP-PEV,3142,3.69,,,,,,,,,,PPD/PSD.CDS-PP.PPM,25850,30.35,,,,,,PS,28809,33.83,,,,,,R.I.R.,185,0.22,,VP,155,0.18,
60400,Condeixa-a-Nova,2024,1,0,1,7,0,7,,,,14611,10174,69.63,247,2.43,86,0.85,,,ADN,101,0.99,,B.E.,662,6.51,,CH,1651,16.23,,E,9,0.09,,IL,531,5.22,,JPP,10,0.1,,L,320,3.15,,MPT.A,3,0.03,,,,,,ND,21,0.21,,PAN,184,1.81,,PCP-PEV,307,3.02,,,,,,,,,,PPD/PSD.CDS-PP.PPM,2600,25.56,,,,,,PS,3389,33.31,,,,,,R.I.R.,33,0.32,,VP,20,0.2,
60500,Figueira da Foz,2024,1,0,1,14,0,14,,,,54582,34778,63.72,676,1.94,378,1.09,,,ADN,344,0.99,,B.E.,1869,5.37,,CH,6501,18.69,,E,36,0.1,,IL,1350,3.88,,JPP,33,0.09,,L,1012,2.91,,MPT.A,19,0.05,,,,,,ND,75,0.22,,PAN,644,1.85,,PCP-PEV,1127,3.24,,,,,,,,,,PPD/PSD.CDS-PP.PPM,9623,27.67,,,,,,PS,10870,31.26,,,,,,R.I.R.,135,0.39,,VP,86,0.25,
60600,Góis,2024,1,0,1,4,0,4,,,,3386,2219,65.53,33,1.49,40,1.8,,,ADN,27,1.22,,B.E.,91,4.1,,CH,306,13.79,,E,5,0.23,,IL,50,2.25,,JPP,2,0.09,,L,22,0.99,,MPT.A,3,0.14,,,,,,ND,8,0.36,,PAN,29,1.31,,PCP-PEV,40,1.8,,,,,,,,,,PPD/PSD.CDS-PP.PPM,745,33.57,,,,,,PS,805,36.28,,,,,,R.I.R.,12,0.54,,VP,1,0.05,
